1	0:1	1:1	2:1	3:1	4:1	5:1	7:1	11:1	13:1	15:1	16:1	17:1	21:1	22:1	24:1	25:1	27:1	29:1	31:1	33:1	35:1	36:1	37:1	39:1	41:1	43:1	44:1	45:1	47:1	50:1	54:1	55:1	56:1	57:1	58:1	59:1	63:1																								
1	0:1	1:1	9:1	10:1	12:1	14:1	16:1	17:1	19:1	22:1	23:1	24:1	26:1	29:1	33:1	36:1	39:1	40:1	42:1	47:1	48:1	49:1	51:1	53:1	54:1	55:1	58:1	61:1	63:1																																
-1	0:1	1:1	4:1	8:1	10:1	12:1	15:1	16:1	17:1	19:1	22:1	23:1	27:1	28:1	29:1	31:1	33:1	35:1	36:1	39:1	41:1	42:1	43:1	44:1	46:1	49:1	56:1	61:1	62:1																																
1	0:1	3:1	4:1	5:1	7:1	8:1	9:1	13:1	16:1	17:1	19:1	21:1	22:1	28:1	29:1	36:1	37:1	40:1	41:1	43:1	45:1	46:1	47:1	48:1	49:1	54:1	56:1	58:1																																	
1	6:1	9:1	11:1	13:1	16:1	17:1	18:1	22:1	23:1	31:1	33:1	35:1	36:1	43:1	45:1	53:1	58:1	63:1																																											
1	0:1	1:1	4:1	5:1	6:1	8:1	10:1	11:1	12:1	14:1	17:1	19:1	20:1	21:1	22:1	23:1	25:1	27:1	28:1	29:1	30:1	32:1	33:1	35:1	36:1	37:1	39:1	40:1	43:1	44:1	45:1	47:1	49:1	50:1	51:1	52:1	54:1	57:1	58:1	60:1	63:1																				
1	1:1	5:1	9:1	10:1	16:1	17:1	18:1	19:1	21:1	23:1	25:1	27:1	33:1	36:1	38:1	39:1	44:1	46:1	47:1	49:1	54:1	55:1	59:1																																						
1	0:1	1:1	4:1	6:1	7:1	12:1	13:1	17:1	19:1	22:1	29:1	32:1	36:1	37:1	39:1	47:1	50:1	58:1																																											
1	0:1	3:1	5:1	10:1	11:1	16:1	22:1	24:1	29:1	32:1	39:1	45:1	48:1	53:1	54:1	61:1	62:1	63:1																																											
-1	0:1	4:1	5:1	7:1	10:1	12:1	14:1	15:1	16:1	17:1	21:1	22:1	24:1	26:1	29:1	30:1	32:1	36:1	39:1	41:1	42:1	43:1	47:1	48:1	51:1	52:1	58:1	63:1																																	
-1	0:1	5:1	8:1	15:1	16:1	17:1	19:1	22:1	24:1	27:1	30:1	32:1	33:1	36:1	40:1	41:1	47:1	50:1	58:1	60:1	61:1	62:1																																							
-1	0:1	2:1	3:1	4:1	5:1	7:1	9:1	10:1	11:1	12:1	14:1	15:1	16:1	17:1	19:1	20:1	22:1	26:1	29:1	31:1	32:1	33:1	34:1	35:1	36:1	37:1	39:1	43:1	45:1	49:1	50:1	58:1	59:1	61:1	62:1	63:1																									
-1	19:1	24:1	25:1	28:1	29:1	33:1	36:1	38:1	40:1	47:1	49:1	52:1	56:1	58:1	63:1																																														
-1	0:1	8:1	10:1	14:1	16:1	19:1	23:1	24:1	25:1	26:1	30:1	33:1	34:1	36:1	37:1	38:1	41:1	46:1	47:1	48:1	49:1	57:1	58:1	62:1	63:1																																				
1	0:1	1:1	2:1	3:1	4:1	9:1	12:1	15:1	17:1	22:1	23:1	24:1	29:1	30:1	32:1	36:1	39:1	40:1	41:1	45:1	46:1	47:1	51:1	54:1	57:1	58:1	59:1	60:1	63:1																																
1	0:1	1:1	4:1	5:1	6:1	8:1	10:1	12:1	16:1	18:1	19:1	23:1	24:1	28:1	30:1	32:1	33:1	39:1	45:1	50:1	52:1	53:1	57:1	61:1																																					
1	1:1	3:1	10:1	11:1	12:1	17:1	22:1	26:1	27:1	28:1	29:1	30:1	33:1	35:1	40:1	41:1	44:1	45:1	46:1	55:1	58:1	59:1	60:1	61:1	63:1																																				
1	0:1	1:1	16:1	17:1	20:1	21:1	23:1	27:1	33:1	35:1	38:1	40:1	42:1	43:1	46:1	51:1	53:1	62:1																																											
1	0:1	1:1	2:1	5:1	6:1	10:1	11:1	15:1	17:1	20:1	22:1	34:1	36:1	39:1	41:1	43:1	49:1	52:1	53:1	58:1	61:1	63:1																																							
1	0:1	2:1	4:1	6:1	10:1	11:1	15:1	17:1	18:1	20:1	21:1	22:1	24:1	26:1	29:1	30:1	32:1	33:1	36:1	40:1	42:1	43:1	47:1	49:1	51:1	56:1	58:1	59:1	63:1																																
-1	0:1	5:1	6:1	14:1	15:1	16:1	17:1	19:1	22:1	26:1	27:1	30:1	36:1	39:1	46:1	56:1	58:1																																												
1	0:1	2:1	3:1	5:1	8:1	11:1	16:1	17:1	21:1	22:1	26:1	27:1	29:1	30:1	31:1	32:1	33:1	34:1	36:1	38:1	41:1	44:1	47:1	49:1	50:1	51:1	53:1	54:1	59:1	62:1																															
1	0:1	1:1	2:1	5:1	7:1	9:1	11:1	12:1	13:1	15:1	16:1	17:1	18:1	21:1	22:1	25:1	27:1	29:1	31:1	36:1	37:1	39:1	43:1	47:1	48:1	49:1	50:1	51:1	55:1	63:1																															
1	0:1	1:1	2:1	3:1	5:1	6:1	7:1	10:1	11:1	12:1	13:1	14:1	16:1	17:1	19:1	20:1	21:1	22:1	27:1	29:1	31:1	35:1	36:1	37:1	39:1	42:1	43:1	47:1	49:1	52:1	55:1	56:1	62:1	63:1																											
-1	4:1	5:1	7:1	8:1	16:1	19:1	24:1	29:1	30:1	40:1	45:1	46:1	50:1	59:1																																															
1	0:1	1:1	2:1	7:1	9:1	10:1	11:1	13:1	14:1	15:1	16:1	17:1	19:1	22:1	28:1	29:1	30:1	33:1	36:1	37:1	38:1	39:1	40:1	42:1	43:1	44:1	46:1	50:1	54:1	55:1	58:1	59:1	61:1	62:1	63:1																										
1	1:1	10:1	16:1	19:1	22:1	24:1	26:1	27:1	33:1	38:1	39:1	54:1	55:1	56:1	58:1	61:1	62:1	63:1																																											
-1	0:1	2:1	4:1	5:1	6:1	7:1	9:1	10:1	12:1	14:1	16:1	17:1	18:1	19:1	22:1	25:1	29:1	30:1	31:1	32:1	33:1	35:1	36:1	38:1	39:1	41:1	43:1	44:1	45:1	46:1	49:1	50:1	51:1	55:1	56:1	57:1	58:1	59:1	60:1	62:1																					
1	0:1	1:1	4:1	5:1	8:1	9:1	10:1	13:1	15:1	16:1	17:1	19:1	20:1	21:1	22:1	24:1	25:1	27:1	28:1	29:1	30:1	31:1	33:1	36:1	37:1	38:1	39:1	40:1	41:1	42:1	44:1	45:1	47:1	48:1	49:1	52:1	53:1	54:1	55:1	57:1	58:1	59:1	61:1	63:1																	
1	0:1	2:1	3:1	4:1	5:1	7:1	9:1	10:1	11:1	12:1	13:1	14:1	15:1	16:1	17:1	18:1	21:1	22:1	23:1	24:1	25:1	26:1	27:1	30:1	31:1	32:1	33:1	36:1	38:1	39:1	40:1	43:1	45:1	46:1	47:1	48:1	49:1	50:1	51:1	52:1	53:1	54:1	55:1	56:1	57:1	58:1	59:1	61:1	62:1	63:1											
-1	0:1	1:1	5:1	7:1	10:1	16:1	17:1	22:1	24:1	27:1	31:1	33:1	36:1	38:1	43:1	45:1	46:1	47:1	49:1	51:1	52:1	53:1	55:1	56:1	57:1																																				
1	4:1	6:1	7:1	10:1	11:1	12:1	14:1	16:1	17:1	19:1	22:1	25:1	33:1	34:1	36:1	43:1	45:1	49:1	56:1	58:1	59:1	62:1																																							
-1	0:1	3:1	5:1	8:1	9:1	10:1	16:1	21:1	22:1	25:1	30:1	33:1	35:1	37:1	38:1	44:1	45:1	52:1	55:1	57:1	58:1	60:1	61:1																																						
-1	0:1	5:1	7:1	8:1	10:1	13:1	15:1	17:1	19:1	22:1	23:1	31:1	33:1	36:1	39:1	47:1	53:1	58:1	61:1	62:1																																									
1	0:1	1:1	2:1	5:1	6:1	7:1	10:1	13:1	15:1	16:1	17:1	19:1	22:1	23:1	24:1	25:1	26:1	27:1	29:1	30:1	33:1	36:1	37:1	38:1	39:1	40:1	41:1	42:1	43:1	47:1	49:1	50:1	52:1	54:1	55:1	56:1	57:1	58:1	59:1	61:1																					
-1	0:1	5:1	13:1	17:1	22:1	24:1	27:1	30:1	31:1	36:1	37:1	47:1	49:1																																																
-1	2:1	3:1	4:1	8:1	10:1	14:1	15:1	16:1	17:1	19:1	21:1	30:1	33:1	34:1	36:1	39:1	43:1	46:1	47:1	49:1	50:1	51:1	56:1	58:1																																					
-1	2:1	3:1	5:1	7:1	10:1	11:1	13:1	14:1	17:1	20:1	22:1	25:1	30:1	33:1	36:1	39:1	41:1	43:1	50:1	52:1	59:1	60:1	61:1	63:1																																					
1	0:1	1:1	3:1	4:1	5:1	7:1	8:1	10:1	11:1	12:1	13:1	15:1	16:1	17:1	19:1	22:1	24:1	25:1	27:1	30:1	31:1	32:1	33:1	34:1	36:1	37:1	38:1	39:1	41:1	42:1	44:1	46:1	47:1	49:1	50:1	53:1	58:1	59:1	61:1	63:1																					
1	1:1	2:1	6:1	8:1	10:1	12:1	13:1	14:1	17:1	19:1	20:1	22:1	24:1	25:1	26:1	29:1	34:1	35:1	36:1	38:1	43:1	46:1	48:1	49:1	57:1	58:1	60:1	61:1	62:1																																
-1	1:1	4:1	6:1	9:1	10:1	15:1	16:1	18:1	19:1	20:1	21:1	28:1	30:1	34:1	36:1	38:1	39:1	40:1	42:1	43:1	44:1	49:1	52:1	53:1	54:1	59:1																																			
-1	2:1	3:1	4:1	6:1	7:1	9:1	10:1	11:1	13:1	14:1	17:1	19:1	22:1	25:1	26:1	31:1	32:1	33:1	35:1	36:1	39:1	40:1	43:1	49:1	54:1	55:1	57:1	58:1	61:1																																
-1	9:1	16:1	19:1	21:1	24:1	33:1	44:1	45:1	55:1																																																				
1	8:1	10:1	11:1	14:1	16:1	17:1	19:1	21:1	22:1	26:1	30:1	33:1	36:1	38:1	39:1	44:1	54:1	59:1	61:1																																										
1	0:1	1:1	2:1	3:1	7:1	12:1	14:1	15:1	16:1	17:1	19:1	20:1	22:1	26:1	31:1	36:1	38:1	41:1	43:1	46:1	49:1	50:1	55:1	56:1	58:1																																				
-1	0:1	5:1	11:1	12:1	16:1	17:1	19:1	22:1	26:1	27:1	33:1	36:1	39:1	43:1	47:1	49:1	52:1	56:1	59:1	63:1																																									
-1	1:1	6:1	9:1	10:1	13:1	15:1	16:1	19:1	22:1	26:1	28:1	32:1	33:1	36:1	38:1	39:1	47:1	49:1	51:1	55:1	56:1	57:1	61:1	62:1																																					
1	1:1	2:1	4:1	6:1	7:1	9:1	10:1	11:1	14:1	16:1	17:1	18:1	19:1	22:1	26:1	29:1	30:1	31:1	32:1	36:1	37:1	39:1	41:1	43:1	44:1	47:1	49:1	51:1	52:1	54:1	55:1	56:1	58:1	60:1																											
1	0:1	2:1	4:1	11:1	14:1	15:1	17:1	18:1	20:1	21:1	22:1	28:1	30:1	33:1	34:1	36:1	44:1	50:1	57:1	61:1	63:1																																								
-1	0:1	1:1	3:1	5:1	8:1	17:1	22:1	24:1	27:1	30:1	32:1	36:1	37:1	39:1	41:1	47:1	48:1	50:1	51:1	57:1	59:1	61:1																																							
-1	0:1	3:1	4:1	8:1	10:1	17:1	18:1	19:1	21:1	22:1	26:1	29:1	30:1	32:1	35:1	36:1	39:1	40:1	43:1	45:1	46:1	49:1	51:1	53:1	56:1	58:1	61:1	62:1																																	
1	0:1	2:1	3:1	4:1	5:1	6:1	7:1	10:1	13:1	15:1	16:1	17:1	19:1	20:1	22:1	24:1	26:1	27:1	28:1	31:1	33:1	34:1	36:1	37:1	39:1	40:1	41:1	42:1	43:1	45:1	46:1	47:1	49:1	53:1	54:1	57:1	58:1	59:1	60:1	61:1	62:1	63:1																			
-1	0:1	1:1	2:1	3:1	8:1	9:1	11:1	14:1	16:1	17:1	18:1	20:1	23:1	24:1	28:1	29:1	30:1	31:1	33:1	36:1	37:1	42:1	43:1	46:1	49:1	51:1	52:1	58:1	59:1	60:1	63:1																														
-1	0:1	1:1	2:1	4:1	5:1	7:1	8:1	9:1	10:1	11:1	12:1	14:1	15:1	16:1	17:1	19:1	20:1	21:1	22:1	26:1	27:1	30:1	32:1	33:1	36:1	37:1	38:1	39:1	40:1	43:1	44:1	45:1	47:1	49:1	51:1	52:1	53:1	55:1	58:1	60:1	61:1	62:1	63:1																		
1	0:1	1:1	2:1	5:1	6:1	10:1	11:1	12:1	13:1	14:1	16:1	17:1	19:1	21:1	22:1	23:1	29:1	30:1	31:1	32:1	35:1	36:1	37:1	39:1	42:1	43:1	47:1	48:1	49:1	50:1	52:1	53:1	54:1	55:1	58:1	61:1	62:1	63:1																							
1	0:1	1:1	2:1	4:1	5:1	6:1	9:1	10:1	11:1	12:1	13:1	15:1	16:1	17:1	18:1	19:1	22:1	23:1	24:1	28:1	29:1	30:1	32:1	33:1	34:1	36:1	37:1	38:1	39:1	40:1	41:1	42:1	43:1	44:1	46:1	47:1	48:1	50:1	51:1	52:1	53:1	54:1	55:1	57:1	58:1	59:1	60:1	61:1													
-1	0:1	1:1	2:1	4:1	5:1	7:1	10:1	15:1	16:1	17:1	18:1	21:1	22:1	26:1	29:1	33:1	36:1	39:1	41:1	45:1	47:1	49:1	50:1	54:1	59:1	61:1																																			
-1	1:1	3:1	7:1	9:1	16:1	21:1	25:1	27:1	30:1	32:1	33:1	35:1	39:1	55:1	63:1																																														
1	0:1	1:1	2:1	3:1	5:1	7:1	8:1	10:1	14:1	17:1	21:1	22:1	27:1	30:1	33:1	34:1	36:1	38:1	39:1	44:1	47:1	49:1	50:1	51:1	52:1	55:1	56:1	57:1	58:1	61:1																															
-1	0:1	1:1	2:1	4:1	5:1	8:1	9:1	10:1	11:1	14:1	17:1	20:1	22:1	33:1	36:1	39:1	45:1	50:1	51:1	52:1	54:1	55:1	56:1	63:1																																					
1	3:1	10:1	12:1	15:1	16:1	19:1	23:1	24:1	26:1	28:1	33:1	36:1	38:1	39:1	40:1	51:1	55:1	60:1	61:1																																										
-1	0:1	1:1	4:1	5:1	8:1	10:1	12:1	15:1	17:1	22:1	24:1	27:1	28:1	29:1	33:1	36:1	39:1	40:1	45:1	47:1	50:1	52:1	53:1	56:1	61:1	62:1	63:1																																		
1	0:1	1:1	2:1	3:1	5:1	8:1	9:1	10:1	13:1	14:1	15:1	16:1	17:1	18:1	19:1	20:1	21:1	22:1	23:1	24:1	27:1	31:1	32:1	33:1	34:1	36:1	37:1	38:1	39:1	41:1	43:1	44:1	45:1	47:1	49:1	50:1	56:1	57:1	58:1	59:1	61:1	62:1	63:1																		
1	0:1	1:1	3:1	5:1	6:1	10:1	11:1	15:1	16:1	17:1	24:1	31:1	33:1	34:1	35:1	36:1	38:1	39:1	43:1	44:1	49:1	53:1	54:1	56:1	57:1	58:1	61:1	62:1	63:1																																
1	0:1	2:1	3:1	4:1	5:1	6:1	7:1	9:1	10:1	13:1	16:1	17:1	18:1	19:1	20:1	22:1	24:1	28:1	29:1	30:1	32:1	33:1	35:1	36:1	39:1	40:1	41:1	42:1	43:1	44:1	45:1	46:1	48:1	49:1	50:1	54:1	55:1	57:1	58:1	59:1	60:1	62:1	63:1																		
1	1:1	2:1	3:1	5:1	6:1	10:1	11:1	12:1	14:1	15:1	16:1	17:1	18:1	19:1	34:1	36:1	40:1	43:1	44:1	46:1	49:1	52:1	55:1	57:1	60:1																																				
-1	0:1	9:1	10:1	22:1	32:1	33:1	39:1	49:1	55:1	56:1	57:1	61:1	62:1																																																
1	0:1	1:1	2:1	3:1	4:1	5:1	6:1	7:1	10:1	11:1	12:1	13:1	15:1	16:1	17:1	18:1	19:1	20:1	22:1	23:1	28:1	29:1	32:1	35:1	36:1	39:1	40:1	41:1	42:1	43:1	45:1	47:1	48:1	50:1	51:1	52:1	53:1	58:1	59:1	60:1	62:1	63:1																			
-1	0:1	9:1	10:1	12:1	19:1	33:1	39:1	54:1	55:1	61:1																																																			
-1	0:1	2:1	3:1	4:1	6:1	7:1	9:1	11:1	12:1	13:1	17:1	19:1	21:1	22:1	23:1	26:1	27:1	29:1	31:1	33:1	36:1	37:1	39:1	42:1	43:1	46:1	47:1	48:1	51:1	53:1	55:1	57:1	58:1	60:1																											
1	0:1	1:1	6:1	8:1	9:1	10:1	11:1	12:1	13:1	17:1	18:1	19:1	22:1	23:1	27:1	32:1	36:1	40:1	42:1	43:1	44:1	49:1	52:1	53:1	55:1	57:1	58:1	59:1	60:1	63:1																															
1	0:1	1:1	2:1	3:1	5:1	6:1	9:1	10:1	13:1	14:1	16:1	17:1	20:1	21:1	22:1	23:1	26:1	30:1	33:1	34:1	35:1	36:1	37:1	39:1	44:1	45:1	47:1	48:1	51:1	52:1	53:1	58:1	60:1	61:1	63:1																										
1	0:1	1:1	13:1	14:1	16:1	17:1	20:1	22:1	24:1	29:1	33:1	34:1	36:1	37:1	38:1	43:1	46:1	47:1	50:1	54:1	58:1	59:1	60:1																																						
1	0:1	4:1	5:1	7:1	9:1	10:1	11:1	14:1	15:1	17:1	19:1	20:1	22:1	24:1	27:1	28:1	30:1	32:1	33:1	36:1	39:1	43:1	44:1	45:1	46:1	49:1	50:1	51:1	52:1	54:1	58:1	60:1	63:1																												
-1	0:1	9:1	10:1	22:1	33:1	38:1	39:1	45:1	49:1	50:1	52:1	54:1	55:1	61:1	63:1																																														
1	0:1	1:1	2:1	3:1	4:1	7:1	8:1	10:1	12:1	13:1	15:1	16:1	17:1	19:1	21:1	22:1	24:1	25:1	26:1	27:1	29:1	32:1	33:1	35:1	36:1	37:1	39:1	40:1	41:1	42:1	43:1	45:1	47:1	52:1	53:1	54:1	57:1	58:1	61:1																						
1	0:1	1:1	2:1	3:1	4:1	5:1	6:1	7:1	9:1	11:1	12:1	13:1	15:1	17:1	19:1	20:1	21:1	22:1	24:1	25:1	29:1	30:1	33:1	35:1	36:1	39:1	40:1	41:1	43:1	45:1	50:1	56:1	57:1	59:1	61:1	63:1																									
1	0:1	1:1	2:1	4:1	6:1	8:1	10:1	11:1	12:1	13:1	15:1	17:1	20:1	22:1	24:1	26:1	29:1	32:1	33:1	34:1	35:1	36:1	37:1	38:1	39:1	40:1	41:1	42:1	43:1	47:1	49:1	53:1	55:1	56:1	58:1	61:1																									
-1	0:1	4:1	6:1	8:1	9:1	10:1	11:1	13:1	14:1	17:1	20:1	21:1	22:1	24:1	27:1	28:1	29:1	32:1	33:1	35:1	36:1	37:1	39:1	40:1	41:1	43:1	45:1	47:1	48:1	49:1	52:1	53:1	55:1	59:1	60:1	61:1	63:1																								
-1	0:1	1:1	2:1	4:1	5:1	7:1	8:1	10:1	11:1	12:1	13:1	14:1	16:1	17:1	18:1	21:1	22:1	23:1	27:1	28:1	29:1	30:1	31:1	33:1	35:1	36:1	37:1	39:1	41:1	42:1	43:1	44:1	46:1	47:1	48:1	49:1	50:1	51:1	52:1	53:1	55:1	58:1	61:1	62:1	63:1																
-1	0:1	7:1	8:1	10:1	11:1	15:1	17:1	21:1	22:1	24:1	25:1	33:1	34:1	35:1	36:1	39:1	40:1	41:1	44:1	47:1	49:1	53:1	54:1	56:1	57:1	62:1																																			
1	10:1	11:1	14:1	15:1	16:1	19:1	21:1	26:1	28:1	29:1	30:1	31:1	33:1	34:1	38:1	39:1	40:1	42:1	47:1	49:1	50:1	51:1	54:1	55:1	56:1	57:1	59:1	61:1																																	
1	0:1	1:1	3:1	4:1	5:1	8:1	9:1	10:1	13:1	16:1	17:1	19:1	22:1	23:1	25:1	27:1	29:1	30:1	31:1	32:1	36:1	37:1	38:1	43:1	46:1	47:1	53:1	54:1	55:1	58:1	63:1																														
1	0:1	4:1	5:1	7:1	9:1	10:1	13:1	16:1	19:1	21:1	22:1	28:1	30:1	31:1	33:1	37:1	38:1	39:1	42:1	48:1	49:1	50:1	52:1	53:1	55:1	56:1	61:1	63:1																																	
-1	1:1	2:1	3:1	4:1	7:1	9:1	10:1	13:1	16:1	17:1	19:1	20:1	21:1	22:1	25:1	26:1	30:1	33:1	36:1	39:1	42:1	43:1	44:1	46:1	48:1	49:1	50:1	51:1	54:1	55:1	57:1	58:1	61:1																												
-1	5:1	6:1	11:1	15:1	16:1	21:1	30:1	35:1	54:1	61:1																																																			
1	0:1	9:1	14:1	15:1	17:1	19:1	22:1	33:1	36:1	40:1	46:1	47:1	49:1	58:1	60:1																																														
-1	0:1	1:1	4:1	5:1	10:1	17:1	18:1	19:1	21:1	22:1	24:1	32:1	36:1	41:1	43:1	47:1	58:1																																												
-1	1:1	2:1	4:1	10:1	16:1	27:1	29:1	30:1	31:1	44:1	45:1	52:1	56:1	58:1	59:1																																														
1	0:1	1:1	5:1	6:1	8:1	9:1	10:1	11:1	12:1	13:1	14:1	15:1	16:1	17:1	18:1	20:1	22:1	26:1	28:1	29:1	30:1	31:1	32:1	33:1	35:1	36:1	37:1	39:1	40:1	41:1	42:1	43:1	44:1	45:1	47:1	48:1	50:1	55:1	58:1	59:1	63:1																				
-1	0:1	1:1	3:1	4:1	5:1	8:1	9:1	10:1	11:1	13:1	14:1	17:1	18:1	20:1	21:1	22:1	24:1	25:1	27:1	30:1	32:1	33:1	34:1	35:1	36:1	38:1	39:1	40:1	41:1	43:1	46:1	47:1	52:1	54:1	55:1	57:1	58:1	59:1	60:1	61:1	62:1	63:1																			
-1	0:1	3:1	5:1	6:1	10:1	11:1	12:1	16:1	17:1	19:1	20:1	22:1	23:1	24:1	25:1	26:1	27:1	28:1	31:1	32:1	33:1	36:1	42:1	44:1	47:1	48:1	49:1	53:1	58:1	59:1	62:1																														
1	2:1	6:1	8:1	10:1	12:1	16:1	17:1	19:1	20:1	22:1	23:1	28:1	30:1	33:1	34:1	35:1	36:1	38:1	39:1	40:1	47:1	54:1	57:1	58:1	59:1	60:1																																			
-1	0:1	1:1	3:1	4:1	5:1	7:1	8:1	9:1	10:1	11:1	12:1	13:1	14:1	16:1	17:1	19:1	20:1	21:1	22:1	23:1	24:1	25:1	27:1	28:1	30:1	32:1	33:1	35:1	36:1	37:1	38:1	39:1	41:1	42:1	44:1	46:1	49:1	51:1	52:1	53:1	55:1	57:1	58:1	59:1	60:1	61:1	62:1	63:1													
-1	0:1	2:1	5:1	6:1	8:1	14:1	16:1	17:1	22:1	27:1	33:1	36:1	38:1	43:1	47:1	62:1	63:1																																												
1	0:1	1:1	5:1	8:1	9:1	11:1	14:1	16:1	17:1	19:1	21:1	22:1	30:1	34:1	36:1	40:1	45:1	46:1	47:1	49:1	52:1	57:1	59:1																																						
1	0:1	2:1	7:1	10:1	13:1	17:1	22:1	25:1	29:1	30:1	31:1	36:1	38:1	39:1	45:1	46:1	47:1	48:1	56:1	59:1	61:1	63:1																																							
-1	0:1	2:1	5:1	6:1	7:1	10:1	11:1	12:1	15:1	17:1	19:1	22:1	34:1	36:1	39:1	43:1	46:1	49:1	51:1	61:1	63:1																																								
-1	1:1	3:1	8:1	9:1	12:1	15:1	16:1	17:1	19:1	20:1	22:1	25:1	33:1	36:1	46:1	49:1	50:1	52:1	54:1	56:1	59:1	60:1	61:1																																						
1	1:1	5:1	9:1	10:1	16:1	20:1	34:1	39:1	50:1	52:1	53:1	59:1	60:1	61:1																																															
-1	0:1	1:1	4:1	5:1	10:1	14:1	15:1	17:1	20:1	21:1	22:1	25:1	27:1	30:1	35:1	36:1	44:1	46:1	53:1	55:1	63:1																																								
1	0:1	1:1	2:1	4:1	5:1	6:1	8:1	9:1	10:1	11:1	12:1	13:1	16:1	17:1	21:1	22:1	23:1	24:1	25:1	27:1	28:1	29:1	30:1	31:1	32:1	33:1	34:1	35:1	36:1	37:1	39:1	40:1	43:1	44:1	46:1	47:1	48:1	49:1	50:1	51:1	52:1	53:1	54:1	55:1	58:1	60:1	61:1	63:1													
1	2:1	10:1	13:1	14:1	15:1	16:1	17:1	19:1	21:1	22:1	24:1	26:1	29:1	32:1	33:1	36:1	38:1	44:1	49:1	54:1	55:1	58:1	62:1																																						
1	2:1	3:1	4:1	7:1	8:1	10:1	12:1	14:1	16:1	17:1	19:1	30:1	31:1	33:1	36:1	39:1	43:1	46:1	47:1	49:1	50:1	56:1	58:1	60:1																																					
1	0:1	1:1	8:1	9:1	10:1	13:1	15:1	17:1	19:1	23:1	24:1	26:1	30:1	31:1	33:1	36:1	39:1	48:1	50:1	53:1	55:1	57:1	59:1	61:1	62:1																																				
1	0:1	10:1	15:1	19:1	22:1	25:1	30:1	33:1	39:1	40:1	55:1	57:1	60:1	61:1																																															
