-1	257:1	2100:1	3726:1	3820:1	5776:1	8612:1	12368:1	13166:1	13417:1	15605:1	17409:1	19721:1	20591:1	21962:1	23371:1	26814:1	27129:1	27184:1	29842:1	30460:1	30540:1	32099:1	32295:1	32830:1	33224:3	33368:1	34136:1	35079:1	39612:1	41135:1	43041:1	44586:2	46341:1	46376:1	46625:1	47799:1																																																																																																																																																																																													
1	401:1	1734:1	2266:1	2856:2	4845:1	6526:1	10633:1	13417:4	15381:1	17015:1	17063:2	17752:1	18457:2	19235:1	21302:1	21957:1	21966:1	22757:1	25635:1	29172:2	30195:1	30540:1	32295:5	32539:1	33124:1	33224:7	35582:1	37679:1	38082:1	39235:1	41345:1	41638:1	42046:2	43537:1	46762:1	46891:1																																																																																																																																																																																													
1	174:2	840:2	1428:2	2823:2	3045:2	4886:2	5841:2	8612:2	10497:2	13417:6	13809:2	15381:2	17063:2	24523:2	27029:2	29288:2	32295:6	32636:4	33224:8	34765:2	38531:2	44958:2																																																																																																																																																																																																											
1	697:1	2823:1	4507:1	5169:3	5480:1	5978:1	6526:1	6815:1	8612:2	9686:1	10515:1	11092:1	13417:2	13436:1	13444:1	13970:1	13989:1	15381:1	19235:1	19783:1	20052:1	20663:1	22528:1	23656:2	24422:1	24707:1	24855:1	25609:1	25858:1	28192:1	28818:1	28888:1	29172:3	29699:1	30085:1	31942:1	32295:8	32301:1	32807:1	33224:7	35029:1	35989:1	37165:1	38286:1	39692:1	39756:1	39941:1	41332:1	42046:2	42449:1	43014:2	43972:3	44526:1	46684:1	46809:1	47625:1																																																																																																																																																																									
1	2275:1	2421:1	5874:1	6330:1	8612:1	9495:1	10291:1	10667:1	24331:1	25632:1	29143:1	32036:2	32503:1	34422:1	38716:1	41135:1	42419:1	44118:1	44586:1	45465:1	46341:1	46414:1	47594:1	47799:2	47818:1																																																																																																																																																																																																								
1	250:2	1549:2	13417:2	13667:2	16982:2	17063:2	17188:2	19235:2	20747:2	23096:2	24813:2	26803:2	27993:2	29172:2	29567:2	30178:2	32295:4	32539:2	33224:4	37679:2	42046:2	43972:2	46411:2																																																																																																																																																																																																										
1	8160:2	9052:2	9424:2	11006:2	11437:2	12401:2	14922:2	15275:2	16081:1	19564:1	20747:2	31319:1	36157:2	43041:2	44586:1	44991:2	46341:2	47799:2	47818:2																																																																																																																																																																																																														
-1	1336:1	1428:1	2330:1	4911:1	7134:1	9453:1	10075:1	10911:1	11282:1	12409:3	13417:4	15372:1	15381:2	16773:1	18182:1	18873:1	19136:1	21042:1	21203:1	23707:2	24000:1	28098:1	28302:2	29172:3	29278:1	30169:1	32295:7	33224:9	33611:1	34676:1	35340:1	36134:1	36731:1	38899:1	40192:4	41135:1	42046:2	44586:1	45593:1	48048:2																																																																																																																																																																																									
-1	697:1	2823:1	4487:1	8612:1	12409:1	13417:4	17548:1	17686:1	23656:2	25858:1	28192:1	29172:5	31725:1	32295:3	32301:1	32759:1	33224:9	34163:1	39756:1	40192:1	41295:1	42046:4	42897:1	46329:1	47139:1	48048:1																																																																																																																																																																																																							
-1	2823:2	3683:2	4203:4	4599:2	4660:2	5146:2	6626:2	7362:2	7578:2	8599:2	8612:4	10507:2	13570:2	14699:4	15171:2	15381:4	16198:6	19252:2	19624:2	20212:2	21261:2	21459:2	21971:2	23023:2	24339:2	24966:2	25745:2	26883:2	27071:2	27209:2	29659:6	32295:14	33224:4	33308:2	33757:2	34113:2	34257:2	36126:2	36993:2	37343:2	37486:2	38531:2	39811:2	40192:2	41135:2	42807:2	43775:2	44341:2	46500:2	47799:6	48050:2																																																																																																																																																																														
-1	400:1	2823:1	6526:2	6949:1	8612:1	10689:2	14622:2	19235:2	25111:1	29610:1	31788:1	32246:2	32295:3	33377:2	43014:3	43972:3																																																																																																																																																																																																																	
-1	1228:1	2915:1	6526:1	7401:1	8612:1	10689:1	12589:1	12636:1	14838:1	15862:1	18062:1	19235:1	20747:1	23946:1	26265:1	26640:1	27678:1	28351:1	31901:1	32246:1	32295:3	34877:1	36563:1	38716:1	40563:1	42955:1	43014:3	43972:3	44586:1	47217:1																																																																																																																																																																																																			
1	4512:1	7521:1	8256:1	12409:2	13417:4	13696:2	14365:2	15967:2	16198:3	16441:1	19956:2	19957:3	20053:2	20603:1	20661:5	20663:1	23773:2	25388:2	26448:2	29172:4	31045:2	32295:4	33224:8	34362:1	37822:2	38220:1	40192:2	41763:2	42046:4	43035:1	43427:2	43790:1	45310:2	45776:2	45993:1	48048:2	48148:2																																																																																																																																																																																												
1	3048:1	3726:1	4264:1	6764:1	8612:1	9020:1	9439:3	11111:1	13462:1	17723:1	18323:1	19575:1	20014:1	20031:1	20747:1	21976:1	25199:1	26086:1	32181:1	33998:1	35222:1	37436:1	37817:1	40886:1	41135:1	41708:1	42833:1	42955:3	43041:2	44586:1	44588:1	46341:4	47799:2	47931:1																																																																																																																																																																																															
1	224:2	1190:1	2585:1	3726:1	3820:2	5681:1	6653:1	8612:4	10513:1	12138:1	14175:1	16198:5	16748:1	17204:1	17282:1	17900:1	18006:1	20661:5	23151:1	24144:1	25612:1	27692:1	28746:1	28883:1	29014:1	32299:1	33099:1	35573:1	38221:1	39811:2	42827:1	43738:1	45776:4	47168:1																																																																																																																																																																																															
1	2760:1	5699:1	6046:1	7056:1	7401:1	8612:2	9921:1	10149:1	11202:1	13108:1	15806:1	20747:1	24715:1	29872:1	32036:2	38716:2	44586:2	47695:1																																																																																																																																																																																																															
1	4335:1	7134:1	7362:1	10471:1	11987:1	13122:1	13417:2	15381:1	16589:1	18888:1	20241:1	20594:1	22272:1	29172:1	29869:1	31302:1	32262:1	32295:2	33224:4	34045:1	34220:1	35794:1	41135:1	43048:1	47799:1	47826:1																																																																																																																																																																																																							
1	1428:1	3123:1	4761:1	4911:1	5837:1	6805:1	7134:2	9126:1	9252:1	10424:1	10911:2	12409:2	13417:6	14986:1	15246:1	15381:1	16092:1	16359:1	18182:2	19136:2	19885:2	20241:1	20652:1	21042:1	22272:1	23707:1	29172:2	29278:2	29869:1	31302:1	32262:1	32295:7	33224:9	34045:1	36668:1	36731:1	40192:4	43048:1	43318:1	47799:1	47826:1																																																																																																																																																																																								
-1	8548:1	13417:1	17094:1	17263:1	18873:1	24698:1	24746:1	25065:1	27196:1	29172:1	29237:1	30540:1	32295:1	32830:1	33224:3	35977:1	38899:1	39669:1	41135:1	44586:1																																																																																																																																																																																																													
1	697:1	2110:1	4048:2	5080:1	6866:2	9977:1	13417:6	15258:1	16131:1	16198:1	16341:1	18229:1	20661:1	21294:1	23656:2	24000:1	25858:1	27660:1	28192:1	29172:3	30176:1	30540:1	31496:1	31972:1	32295:3	33224:9	33244:1	33711:1	34847:1	37085:2	39756:2	40361:1	41422:1	42046:2	43644:1	44586:2	46339:1																																																																																																																																																																																												
1	1428:1	2102:1	4703:1	6647:1	6916:1	7362:1	7860:1	9356:1	9500:1	10911:1	13417:6	15381:1	17063:5	18117:2	18357:1	18950:1	23748:1	25152:1	27071:1	29028:1	29172:4	30195:1	31162:1	31584:1	32295:7	32539:3	32636:1	33224:11	37011:1	37679:3	37845:1	40233:1	41135:1	41149:1	42046:4	44180:1	44958:1	46331:1																																																																																																																																																																																											
1	665:1	697:1	1428:1	4703:1	5050:1	5454:1	6682:1	7362:1	7860:1	10158:2	10911:1	13307:1	13417:6	15688:1	17063:1	17160:1	20507:1	20611:1	22199:1	25843:1	25858:1	27071:1	27523:1	29172:5	31702:1	32003:1	32036:2	32295:5	32539:1	32636:1	33224:11	33493:1	34198:1	36699:2	37679:1	39869:1	40654:1	41135:1	41384:1	42046:4	44692:1	44958:1	47740:1																																																																																																																																																																																						
-1	50:2	4518:2	4817:2	8291:2	16198:4	18465:1	18505:2	19235:2	20661:8	22511:2	23269:4	26423:4	27646:1	35649:1	37335:2	41026:2	41222:2	44586:1	45776:8																																																																																																																																																																																																														
1	1316:1	1668:1	3204:1	3957:2	4802:1	4932:1	7992:1	8210:1	8612:3	9681:1	10813:1	11223:1	11333:1	14699:3	15587:1	16026:1	16198:2	16566:1	18886:1	19502:1	19597:1	19752:1	20661:3	21430:1	25327:1	27157:1	28976:1	31639:1	32092:1	32261:2	32295:1	32768:1	33224:1	34340:1	38409:1	39155:1	39315:1	40196:1	40393:1	41261:1	43041:1	44362:1	44846:1	45551:1	45595:1	45668:1	45840:1	46341:1	46414:2	47098:1	47799:3	47818:2																																																																																																																																																																													
1	704:1	3726:1	3820:1	6810:1	7431:1	8612:2	10631:1	21336:1	23101:1	25767:1	28485:1	30603:1	38716:1	43041:1	44586:1	45183:1	45551:1	46341:1	46841:1	47799:1																																																																																																																																																																																																													
-1	204:1	224:1	1405:1	1668:2	1893:3	2101:1	3678:1	3957:1	3967:1	4943:2	4945:1	5056:2	7043:1	7167:1	7709:1	8213:1	8612:3	8863:1	9886:1	10366:1	10632:1	11397:1	12661:2	14545:1	14699:3	15213:1	16198:7	16607:2	16748:1	16819:1	17634:1	18382:1	18384:1	18526:1	19165:1	19957:2	20383:1	20661:12	21602:1	22352:1	22982:1	23006:1	26627:1	27606:1	30087:1	30193:1	30337:1	30368:1	32261:2	34697:1	35558:1	37539:1	37568:1	37849:1	39920:2	41541:1	41795:1	42827:1	42866:1	43136:1	43796:1	45551:2	45595:1	45776:5	45891:1	46608:1	46898:1																																																																																																																																																														
1	121:2	395:1	885:1	1148:1	2322:1	2795:1	4598:1	5406:1	6330:1	6717:1	8191:1	8455:1	8612:1	9082:1	9689:1	10671:1	11053:1	13417:2	14111:1	14838:1	15006:1	16872:1	17063:1	17695:1	19957:2	20284:2	20582:1	20661:4	20747:1	21324:1	21455:1	21682:1	22182:1	22456:1	22943:1	23855:1	24307:1	25285:1	25654:1	26114:1	27852:1	29172:2	29301:1	29633:1	30863:1	32295:5	32539:1	33002:1	33178:2	33224:4	34422:1	36773:1	37679:1	38334:1	38716:1	40207:1	40237:1	41731:1	41850:1	42046:2	42203:1	42594:1	42955:1	43014:1	43183:1	43788:1	43972:1	44586:6																																																																																																																																																													
1	1850:1	1942:1	2388:1	4070:1	4656:1	5627:1	6375:1	6379:1	7030:1	8538:1	8612:3	10076:1	11263:1	11872:1	12766:1	12890:1	12952:1	14214:1	14699:2	15141:1	15154:1	16198:1	16720:1	16811:1	17149:1	17764:1	18021:1	18074:1	18873:1	19053:1	20628:1	20661:1	21129:1	21663:1	22685:1	23825:1	24005:1	25298:1	25347:1	26544:1	26603:1	26895:1	26970:1	27037:1	27573:1	29199:1	29659:2	30495:1	30531:1	30540:2	31440:1	32295:3	33224:1	34377:1	34870:1	35028:1	35122:1	35473:2	37062:1	37522:1	37696:1	37855:1	40895:1	41135:2	41896:1	42748:1	43041:1	44586:2	46172:1	46338:1	46341:4	46390:1	47049:1	47424:1	47651:1	47799:3	47818:5	47931:3	48237:1																																																																																																																																																		
-1	697:1	1372:1	2635:1	3451:1	8612:2	8667:1	10494:1	13046:1	13407:1	13417:2	16189:1	23101:1	24907:2	24958:1	25858:1	26399:1	28911:1	29088:1	29172:3	29956:1	30898:1	32295:1	33224:5	36398:1	37181:1	37485:1	38716:2	39626:1	40886:1	42046:2	44586:2	44925:1	45551:1	48102:1																																																																																																																																																																																															
1	4845:1	4928:1	5007:1	6526:2	10840:1	11234:1	13280:1	13417:2	15381:1	17752:1	18500:1	19235:2	21302:1	22261:1	22272:1	29673:1	29869:1	30556:1	31302:1	32295:3	32776:1	33224:3	33738:1	34045:1	39480:1	47799:1	47826:1																																																																																																																																																																																																						
-1	1550:1	4683:1	8612:3	11435:1	12354:1	14512:2	16132:1	16203:1	16881:1	21066:1	23729:1	25324:1	29136:1	32866:1	34264:1	35512:1	35675:1	37181:1	38716:1	39767:2	40886:2	44586:3	45551:2	45595:2	46623:1	47310:2	47799:1																																																																																																																																																																																																						
-1	419:1	1189:1	2823:1	4487:1	4670:1	8612:1	10516:1	12278:1	13417:2	16912:1	21976:1	29172:2	32053:1	32295:2	32301:1	33224:4	36016:1	41135:1	42046:2	43041:1	44345:1	46341:1	47139:1	47799:1																																																																																																																																																																																																									
1	697:1	1505:1	1624:1	2104:1	2931:1	3922:1	5364:1	6060:1	6784:1	7068:1	7134:1	8612:4	9178:1	11567:1	12510:1	13233:1	13417:4	14699:1	15381:1	16198:2	16416:1	18256:1	19310:1	19646:1	20720:1	22113:1	23164:1	24000:1	25733:1	25831:2	25858:1	26027:1	28232:1	28749:1	29172:4	30037:1	30874:1	31895:1	32261:2	32295:3	33224:9	33716:1	34078:1	34295:3	36273:1	36701:1	39922:1	41296:1	41806:1	42046:2	42323:1	42911:1	43041:1	44300:1	44586:1	45551:2	45565:1	46341:2	46841:1	47799:1	47818:1	47931:2	48082:1																																																																																																																																																																		
-1	697:1	2530:1	6344:1	10703:2	13417:2	18644:1	21336:1	25858:1	29172:3	30878:1	32295:1	33224:5	42046:2																																																																																																																																																																																																																				
-1	309:1	2823:1	3852:1	5450:1	6231:1	6526:1	7274:1	8612:1	10840:1	13795:1	15196:1	15381:2	15508:1	18887:1	19235:1	23094:1	23691:1	26570:1	27470:1	28207:1	32084:1	32295:4	32301:1	33224:2	36088:1	36563:1	36664:1	37648:2	41135:1	42955:1	46622:1	47799:2																																																																																																																																																																																																	
-1	951:2	1428:4	3031:2	3378:2	3700:2	5588:2	7362:2	8362:4	8985:2	9445:2	11976:2	13417:8	14140:2	15381:4	20594:2	27357:2	29088:2	29285:2	31230:2	31635:2	31952:2	32295:8	32636:4	33224:12	33673:2	34220:2	37113:2	40886:2	41135:2	42064:2	42868:2																																																																																																																																																																																																		
1	350:1	4675:1	5311:1	6500:1	6626:1	7134:1	8612:2	9052:1	9384:2	9726:2	10021:1	10371:1	10516:1	11450:1	12409:3	12909:1	13034:1	13417:4	13495:1	14027:1	14257:1	20284:1	20747:1	22118:1	24126:1	26775:1	28786:1	29172:3	29659:2	31044:1	31845:1	32295:7	33224:7	34422:1	35860:1	36066:1	37590:1	38098:1	38422:2	38575:1	40024:1	40192:3	41850:1	42046:2	42150:1	43041:1	43226:1	43641:2	44345:1	44586:2	46341:1	47799:3	48048:2																																																																																																																																																																												
1	150:1	1570:1	3852:1	5169:1	5763:1	6526:1	8868:1	9023:1	10620:1	13113:1	14001:1	15381:2	16819:1	17063:1	19235:1	22700:1	28436:1	28677:1	29572:1	30710:1	32295:5	33224:2	36563:2	36732:1	36777:1	39292:1	40098:1	42955:2	42979:1	43013:1	43972:1	46591:1	46970:1	48088:1																																																																																																																																																																																															
-1	395:1	1862:1	3726:2	3957:1	5336:4	8675:2	9008:1	11938:1	12197:1	12838:1	14699:4	15720:1	15844:1	16198:1	17480:1	20661:2	21313:1	21804:1	22715:1	24809:1	24936:1	26479:1	27421:1	28014:1	28738:1	28976:1	29830:1	33837:1	38273:1	39148:1	41183:4	42955:9	44586:1	46731:1																																																																																																																																																																																															
-1	82:2	350:2	857:2	2823:2	3683:2	4660:2	6626:8	7362:6	7923:2	8612:2	12303:2	13084:2	13570:2	14337:2	14371:2	15381:6	16769:2	17621:2	20492:2	24187:2	27071:6	27209:2	27245:2	29659:4	30271:2	31250:2	32295:22	33224:6	33451:2	34257:6	36126:2	37317:2	38531:2	40192:2	41135:6	43641:4	44083:2	46007:2	47443:2	47799:4																																																																																																																																																																																									
-1	395:1	7873:1	8612:1	12416:1	42955:1	44586:1	45551:1	45595:1	47316:1																																																																																																																																																																																																																								
1	1989:1	3927:1	9870:1	11725:2	17524:1	20661:4	20663:1	21553:1	22938:1	28764:1	29143:1	30076:2	30540:1	30646:2	32036:1	32342:2	37294:1	45563:1	47799:1																																																																																																																																																																																																														
1	494:2	1393:2	1624:2	4845:2	6526:2	7134:1	8487:4	12510:2	13417:10	14979:2	15381:1	16416:2	17752:4	19235:2	19310:2	19646:2	25831:4	27958:1	29172:1	32295:6	33224:12	34295:2	36701:2	37603:1	40430:1	40909:2	42102:2	42468:2	45551:2																																																																																																																																																																																																				
-1	697:1	4845:1	6526:1	6549:2	6901:1	8532:2	13417:6	14494:1	14979:1	17752:2	19235:1	19692:1	20747:1	21249:1	23327:1	25768:2	25858:1	29172:3	32295:3	32683:1	33224:9	34350:2	34370:1	40754:1	42046:2	42102:1	42969:1																																																																																																																																																																																																						
-1	4303:1	6914:1	8612:2	8980:1	10132:1	11006:1	11554:1	20534:1	24133:1	26257:1	28079:1	28467:1	28735:1	29383:1	29946:1	33952:1	38716:1	41248:1	43041:1	43198:1	43788:2	44586:4	45551:1	46341:2	46841:1	47321:1	47799:1	47931:1																																																																																																																																																																																																					
1	870:1	1307:1	1703:1	2008:1	3522:1	4355:1	4730:1	5169:1	5786:1	6526:1	6705:1	6866:2	8628:1	9408:1	9603:1	10231:1	10850:1	11656:1	11899:1	13325:1	13417:4	14815:1	14986:2	16368:1	16923:1	19235:1	20241:1	20392:1	20663:1	22272:1	24000:1	25407:1	27836:1	29869:1	30085:3	30227:1	31302:1	32262:1	32295:5	33224:6	33959:1	34045:1	37284:1	38233:1	38920:1	39302:1	41887:1	43972:3	44586:1	47302:1	47319:1	47799:1	47826:1																																																																																																																																																																												
1	639:2	1118:2	1428:2	4630:1	7134:2	8692:1	9415:2	10911:2	13417:6	16092:2	19885:2	20661:1	21042:2	22460:2	29172:2	30183:2	31585:1	32295:6	32636:2	32873:2	33224:8	35250:2	40839:2	43549:2	47382:2																																																																																																																																																																																																								
-1	697:1	7164:1	8201:1	12409:1	12427:1	13303:1	13417:4	17474:1	19609:1	22018:1	23480:1	23656:2	25858:1	28192:1	28958:1	29172:5	32295:3	32759:1	33224:9	34163:1	39263:1	39756:1	40192:1	42046:4	47050:1	48048:1																																																																																																																																																																																																							
-1	1948:1	3852:3	4048:1	4761:1	6471:1	7591:1	10270:1	10570:1	11982:1	13253:1	13417:4	15381:1	16814:2	18495:1	22520:1	23568:1	25504:1	28772:1	28822:1	31973:1	32295:7	33224:5	35357:1	36563:5	36856:1	39084:1	39591:1	39756:1	40192:1	40780:1	42728:2	42955:5																																																																																																																																																																																																	
1	548:1	724:1	1439:1	1678:1	2856:1	3008:1	4151:1	5695:1	6861:1	6942:1	7362:2	8604:1	8612:2	8999:1	10398:1	13417:2	14206:1	14561:1	14699:1	15255:1	15381:1	16198:1	16546:1	16690:1	16791:1	18332:1	19065:1	19233:1	19872:1	20105:1	20779:1	21042:2	21888:1	22040:1	22977:1	23563:1	25897:1	27071:1	27966:1	28049:1	28569:1	28782:1	29199:1	29659:1	30540:3	31516:1	31594:1	32075:1	32295:10	32368:1	32505:1	33124:1	33224:5	33253:1	33683:1	34419:1	34926:1	37362:1	37899:1	38139:1	39224:1	39869:1	40664:1	40954:1	41061:1	41135:3	41296:1	41802:1	42186:1	43324:1	44586:1	44864:1	45935:1	46125:1	46341:1	46968:1	47179:1	47778:1	47799:1	47818:1	47931:2																																																																																																																																																
-1	910:2	1027:1	2467:1	3077:1	8612:6	8682:1	9415:1	12748:1	14699:2	15381:2	15604:1	16198:2	16804:1	17283:2	17524:1	19956:1	20661:2	21372:1	24351:1	25954:1	29452:2	29539:1	30054:1	30540:1	31199:1	32261:4	32295:4	33031:1	33224:2	33244:1	34936:1	35349:1	36662:2	37407:1	37611:1	39388:1	39811:2	40141:2	43446:1	43877:1	44052:1	45195:1																																																																																																																																																																																							
-1	2823:2	3833:1	4257:1	4487:1	6200:1	7134:1	8612:2	8662:1	10159:1	10654:1	11108:1	11112:1	11396:1	12503:1	13298:1	13417:2	15005:1	15381:1	16936:1	19514:1	19538:1	20747:1	20937:1	21249:1	21976:1	23828:1	23837:1	24765:1	27494:1	29172:1	29634:1	32295:6	32301:1	32859:1	33224:4	34441:1	34726:1	35157:1	35469:1	36563:1	36819:1	37080:1	38557:1	38707:1	39236:1	39745:1	40886:1	41135:1	42778:1	42955:1	43014:2	43041:1	43972:2	44586:1	45419:1	46341:1	47106:1	47154:1	47187:1	47799:1																																																																																																																																																																					
