Class,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,CalcNumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,RingCount,FractionCSP3,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState8,VSA_EState9,VSA_EState10
-1,1.81606657511336,262.626616268565,14064.9644712871,-0.78,15.2780720092915,11.3183575545142,8.33119075797951,12.8910587681744,8.93185165257814,12.1649259390002,7.97134377430278,5.41757907499295,3.66182988256221,2.46123825015075,12.1649259390002,7.97134377430278,5.41757907499295,3.66182988256221,2.46123825015075,6.15000000000001,81.9900000000001,246.438,246.23475096,18,216.198,0,0,0,0,0,11,102,0,1,0,0,1,0,0,0,0,0,1,0.666666666666667,0,113.810708492256,0,0,0,0,0,95.0429671483328,18.405094737549,0,0,0,0,0,0,0,0,0,0,77.5527750518768,0,35.895286834005,0,0,0,0,0,6.42082162292601,0,76.6954049206477,30.331835342308,0,0,0,0,0,0,0,0,0,76.1924893438831,0,0,37.2555725419987,0,0,0,30.1666666666667,0
1,1.78292429019871,1148.87742914327,957009.003610954,-3.12,16.3539291319585,6.31038408779149,3.31673187743608,18.1480536021256,12.4941144999568,14.1001616971671,8.11898710795426,6.09767938452424,4.0451629391422,2.95461626036564,14.9166582780948,10.0103986460125,7.84613458370799,4.65165601143631,3.51885137397899,4.5031,107.4402,363.442,363.104147784,26,346.306,2,5,4,2,6,4,130,0,4,0,0,3,0,0,1,0,0,4,0.05,71.09,151.296916744006,5.31678860400633,4.72209486445209,13.4017755052761,0,0,36.3982024107697,36.3982024107697,22.1472209782967,22.9765568934275,0,0,10.0232911534076,0,0,8.41779698432894,4.98397852094721,0,0,16.2946526519698,72.7964048215393,0,0,48.8912998416204,10.0388834684584,19.6575446887876,10.0232911534076,0,0,72.7964048215393,0,21.8058498641621,17.0621588240507,0,0,10.0232911534076,0,5.68738627468356,39.4363915970406,0,12.1327341369232,60.6636706846161,10.0388834684584,4.98397852094721,8.41779698432894,22.6716069757045,41.1969364839774,-3.28521012634852
1,2.2056443902319,584.376436257062,11747.7039441886,-1.78,12.6710866412796,5.24645035427382,2.91073108205541,13.1209558646301,8.5585506480638,8.96933929723738,4.93436900965169,3.42781686615593,2.16927449308909,1.32084307420022,10.4811971892743,5.69029795567014,4.27145277336852,2.69974116109387,1.76791284052281,4.6939,69.6324,284.098,282.980298444,18,277.042,0,4,3,0,6,3,92,0,2,0,0,2,0,0,0,0,0,2,0,52.37,112.861550731331,4.73686295380005,10.1143182687656,0,0,0,23.201879780465,30.331835342308,17.1553674506645,9.945944362559,11.4990236665678,0,0,5.68738627468356,0,9.66017400261772,0,0,0,0,62.6241543754795,0,11.4990236665678,28.8892660551486,4.73686295380005,4.92331104881767,0,10.1143182687656,0,42.4645694792313,10.0452666274827,0,5.68738627468356,11.4990236665678,23.201879780465,4.92331104881767,5.68738627468356,21.5442902940505,0,24.2654682738464,18.1991012053848,0,0,27.9387427342651,10.1143182687656,0,38.3515035229988,11.7040520325567
1,3.20210543758907,375.287402549959,668.98222969535,-2.18,8.91242144177449,3.05235962095701,1.6954530023795,10.0080716895078,6.01974450780358,6.2066847559242,3.13915100830274,2.18723684930662,1.36651210902849,0.779776209969034,6.2066847559242,3.13915100830274,2.18723684930662,1.36651210902849,0.779776209969034,1.2086,41.4156,184.107,184.012021228,13,180.075,1,7,5,1,7,2,68,0,1,0,0,1,0,0,0,0,0,1,0,106.51,71.5315883166926,5.10652739484071,20.2286365375311,0,0,0,0,0,12.1327341369232,15.912989166097,0,0,5.74951183328391,5.68738627468356,5.68738627468356,14.953149492476,0,0,0,0,38.427737742916,0,5.74951183328391,11.3747725493671,0,14.953149492476,0,20.2286365375311,0,18.1991012053848,0,0,11.3747725493671,5.74951183328391,0,21.2835202056028,5.68738627468356,0,18.1991012053848,0,0,0,0,5.10652739484071,20.2286365375311,0,49,0
-1,3.271192048897,86.9169405758853,66.8432930980791,-0.53,8.47,4.35875383498116,5.33932913530288,7.27602088193889,4.16390246014701,6.30806041249045,3.32053242568161,2.40299216516965,0.880240162142781,0.553246536147057,6.30806041249045,3.32053242568161,2.40299216516965,0.880240162142781,0.553246536147057,1.5956,36.088,130.187,130.099379688,9,116.075,0,2,2,0,2,3,54,0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,26.3,56.2039710437598,4.73686295380005,4.79453718407182,0,0,0,13.8474743993812,12.841643245852,6.42082162292601,6.60688196451292,0,0,0,0,5.96930528795185,9.53140013787187,0,5.91790604616139,27.1920332219979,6.60688196451292,0,0,0,5.96930528795185,0,12.5761872524648,9.53140013787187,5.91790604616139,27.1920332219979,0,0,0,0,0,0,0,5.96930528795185,18.9456096336003,0,0,0,20.7712115990719,0,4.73686295380005,4.79453718407182,0,22.5,0
1,2.69728754314423,741.56065442924,11419.6580670144,-2.17,10.0142234868344,3.16252631211911,1.16100184399284,12.1543360594497,8.10906090528062,10.0209051895687,5.4272606294223,4.22978776074415,3.32516963341087,2.25111450929147,10.0209051895687,5.4272606294223,4.22978776074415,3.32516963341087,2.25111450929147,1.71554,67.6964,227.271,227.117095416,17,214.167,2,5,5,1,5,0,86,0,3,0,0,1,0,0,2,0,0,3,0.25,69.62,98.3075250736191,10.3007671249535,9.96795704189442,4.98397852094721,0,0,0,24.9743773827752,19.4413591259033,11.0334014352325,11.0334014352325,0,5.94833928098649,0,0,0,19.519035210633,7.04767198267719,13.8474743993812,5.73366747716219,23.5205901266201,0,0,28.0151421514515,5.73366747716219,19.519035210633,7.04767198267719,13.8474743993812,11.126902983394,12.3936871432262,0,22.066802870465,5.94833928098649,0,0,0,0,5.94833928098649,33.193705853859,0,12.3936871432262,11.6147716304685,28.7994099622229,5.73366747716219,0,1.89462962962963,34.772037037037,0
1,3.36172088755129,295.631007266645,791.423182044229,-0.48,10.5998722044728,4.15351473071871,1.88734693877551,10.0080716895078,6.11259086513076,8.04854738849661,3.87944540977084,2.73343766717316,2.04094524179263,1.12701757831841,9.68154055035206,6.32893515255402,4.42958705935578,3.59612671907049,2.41903368211691,2.60322,63.5658,214.359,214.059840448,13,200.247,4,2,4,2,4,2,72,0,1,0,0,1,0,0,0,0,0,1,0.333333333333333,52.04,87.4522309074427,11.4673349543244,0,0,0,23.5237698987822,0,31.065094126872,9.79096695103555,11.3747725493671,0,0,0,0,0,0,0,0,16.7147041507262,23.9788733213472,11.6298185601586,0,0,34.8985424481494,11.4673349543244,12.5115383670228,0,6.92373719969062,5.563451491697,15.8573340194972,0,0,11.3747725493671,0,23.5237698987822,0,0,0,26.7291909920997,0,23.5237698987822,25.501642635175,0,11.4673349543244,0,0,24.6921296296296,3.30787037037037
1,2.1536157267023,1218.46032106559,415704.554773813,-3.06,12.4806387034141,4.46715549498756,1.73684819873788,15.3885405781318,11.3096630880893,12.4527670949651,7.77104174622107,6.02041302731739,4.68659186427097,3.62875792418023,12.4527670949651,7.77104174622107,6.02041302731739,4.68659186427097,3.62875792418023,6.005,98.1308,294.353,294.104465068,23,280.241,1,1,1,1,1,0,108,0,5,0,0,5,0,0,0,0,0,5,0,20.23,132.952294998634,5.10652739484071,0,0,0,0,54.5973036161545,67.3552619895648,0,0,5.74951183328391,0,0,0,0,5.10652739484071,0,0,0,0,78.8627718900009,0,5.74951183328391,43.0897937157184,0,5.10652739484071,0,0,0,78.8627718900009,0,43.0897937157184,0,5.74951183328391,0,0,0,5.74951183328391,5.3862242144648,37.7035695012536,6.06636706846161,12.1327341369232,60.6636706846161,0,5.10652739484071,0,47,0
1,3.5677034550432,73.5488750216347,13.6096404744368,-0.11,5.89,2.1329342703382,2.14706940874036,5.15470053837925,2.64273441009184,3.49331954465964,1.49665977232982,0.961084652353053,0.38201243468817,0,5.07931608377434,2.28965804188717,1.91831824100493,0.940381663410641,0,1.484,28.748,148.987,147.95237688,6,143.947,0,1,1,0,2,1,34,0,0,0,0,0,0,0,0,0,0,0,0.25,17.07,45.1735440445202,0,4.79453718407182,0,0,0,6.5789356835985,22.85368109764,0,4.48237255420469,0,5.78324494636494,0,0,0,4.79453718407182,0,0,6.92373719969062,0,11.0613082378032,0,0,21.7131888443143,0,5.78324494636494,4.79453718407182,0,6.92373719969062,11.0613082378032,0,0,0,0,15.9299438979493,0,5.78324494636494,4.48237255420469,0,6.92373719969062,0,0,22.5088795815478,0,4.79453718407182,0.432870370370371,14.755787037037,0
1,2.64760484894383,49.7095059445467,175.076747998214,-0.16,9.84,8.84,7.84,7.65685424949238,4.9142135623731,6.39734122549854,3.73071014330082,2.07735026918963,1.12078191578136,0.630900840528568,6.39734122549854,3.73071014330082,2.07735026918963,1.12078191578136,0.630900840528568,-1.917,43.8482,146.238,146.153146576,10,128.094,6,4,4,4,4,7,62,0,0,0,0,0,0,0,0,0,0,0,1,76.1,62.3434673610541,22.100912162337,0,0,0,0,0,0,39.2685384354754,0,0,0,0,0,0,0,10.6335772080127,11.4673349543244,0,39.2685384354754,0,0,0,0,22.100912162337,39.2685384354754,0,0,0,0,0,0,0,0,0,0,0,13.0895128118252,26.1790256236503,0,0,0,10.6335772080127,11.4673349543244,0,0,22,0
-1,3.24857593141923,138.498159394541,226.846992718575,-0.79,10.21,5.95517406740526,5.6443105320304,8.69023444431199,5.18073921255262,7.35203048686046,4.0075835968385,2.62335605817106,1.32950909178357,0.640128379196004,7.35203048686046,4.0075835968385,2.62335605817106,1.32950909178357,0.640128379196004,2.2959,45.298,156.225,156.115029752,11,140.097,0,2,2,0,2,5,64,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,26.3,68.2442522403688,4.73686295380005,0,4.79453718407182,0,0,26.3443161291411,13.3445588226166,5.57310453006927,6.60688196451292,0,0,0,0,5.96930528795185,9.53140013787187,0,0,33.1099392681593,6.60688196451292,12.1520402136678,0,0,5.96930528795185,0,12.5761872524648,9.53140013787187,0,33.1099392681593,12.1520402136678,0,0,0,0,0,0,5.96930528795185,12.1799864945822,19.262464868778,0,6.92373719969062,0,13.5026728832891,4.73686295380005,4.79453718407182,0,26.8333333333333,0
-1,2.27045530928434,197.301157547221,947.920449692236,-0.04,9.51254061953514,2.97911738846255,1.23779280091341,9.52709773749546,6.08493386602812,8.97431133299542,5.8085406637781,5.48529818302803,4.76256486972293,3.64782166594548,8.97431133299542,5.8085406637781,5.48529818302803,4.76256486972293,3.64782166594548,3.1178,54.5398000000001,182.307,182.167065324,13,160.131,1,1,1,1,1,0,76,0,0,2,2,0,2,2,0,0,0,2,1,20.23,81.5361857313298,5.10652739484071,0,0,0,0,33.1099392681593,37.0161830072622,0,5.60105081098369,0,0,0,0,0,5.10652739484071,0,11.3328965155582,64.394276570847,0,0,0,0,0,0,10.7075782058244,0,11.3328965155582,58.7932257598633,0,0,0,0,0,0,0,11.0160412803805,5.91790604616139,6.42082162292601,38.5249297375561,0,0,13.8474743993812,0,5.10652739484071,0,24.3333333333333,0
-1,3.57188751656736,237.295563595159,819.113996663535,-1.58,12.42,5.96308528954046,5.13410200314943,11.1378282015047,6.44726486273215,8.46142028660164,4.1009536313039,2.83249855396903,1.24656960111911,0.515128379196005,8.46142028660164,4.1009536313039,2.83249855396903,1.24656960111911,0.515128379196005,1.225,51.546,198.218,198.089208928,14,184.106,0,4,4,0,4,5,78,0,0,0,0,0,0,0,0,0,0,0,0.4,52.6,83.1946586521318,9.4737259076001,0,9.58907436814364,0,0,13.157871367197,13.8474743993812,11.1462090601385,0,13.2137639290258,0,0,0,11.9386105759037,19.0628002757437,0,0,13.8474743993812,13.2137639290258,24.3040804273355,0,0,11.9386105759037,0,25.1523745049295,19.0628002757437,0,13.8474743993812,24.3040804273355,0,0,0,0,0,11.9386105759037,13.2137639290258,11.1462090601385,0,0,13.8474743993812,0,22.6315972747971,0,9.58907436814364,0,40.6666666666667,0
1,2.71372896154695,228.098824681821,535.062808086191,-1.02,9.07107468123862,4.11783434745324,2.23938399219299,8.97469149468816,5.73638210521845,7.61804183013152,4.10918235040593,3.03448116896092,1.85321661798604,1.08985643882896,7.61804183013152,4.10918235040593,3.03448116896092,1.85321661798604,1.08985643882896,1.2874,51.5588,165.236,165.1153641,12,150.116,1,2,2,1,2,3,66,0,1,0,0,1,0,0,0,0,0,1,0.4,23.47,73.4452389994828,10.0064371256912,0,0,0,0,12.1327341369232,24.1170072515462,26.3896122045509,0,0,0,0,0,0,5.10652739484071,0,0,6.42082162292601,25.6021356607178,29.8289197655434,0,0,5.68738627468356,4.89990973085048,25.808753324708,6.42082162292601,0,5.563451491697,24.2654682738464,0,0,5.68738627468356,0,0,0,6.60688196451292,0,6.42082162292601,11.2508377663806,0,26.2280781022776,17.0326438677737,5.10652739484071,0,0,26.3333333333333,0
1,2.12448349345627,968.864007872149,122391.462979968,-3.02,11.7775265380529,3.98648315442661,1.46609343951528,14.5601134533856,10.2027086004072,11.0059234083396,6.29553319945852,4.72282699780533,3.61717364403789,2.63522907187872,11.0059234083396,6.29553319945852,4.72282699780533,3.61717364403789,2.63522907187872,2.0204,75.1477,279.255,279.064391148,21,270.183,1,6,5,1,6,1,102,0,3,0,1,0,0,1,3,0,0,4,0.066666666666667,84.94,118.009054381739,9.72084147474726,19.5570314100381,0,0,0,0,6.06636706846161,40.955699968219,18.1899497505908,5.69392799484846,11.5424098180211,5.78324494636494,0,0,14.3259373219437,14.9519355628416,0,0,7.10979754127753,47.7494622483364,0,0,33.372339756892,0,33.628222996849,4.73686295380005,0,20.8464538546891,36.4920827617909,0,21.8058498641621,0,0,0,0,28.5830342509315,5.51670071761626,16.2891491465459,13.1858176481114,18.5905307148392,6.06636706846161,14.9519355628416,4.73686295380005,9.58907436814364,0,53,0
-1,3.14797913003975,219.911065102098,130.651025088676,-0.82,6.30224938875306,2.64609747530695,1.29864182851103,6.69023444431199,4.3425352551011,4.67296410942122,2.54070990068457,1.63936407492003,1.03218954983498,0.570672137716389,5.42889305543967,2.9186743736938,2.04656420166064,1.37639559774072,0.750949053615328,2.1525,36.8395,140.569,140.00289246,9,135.529,0,1,1,0,2,1,46,0,1,0,0,1,0,0,0,0,0,1,0,17.07,58.261133560819,0,4.79453718407182,0,0,0,29.8000410956173,6.06636706846161,5.563451491697,5.02263331374133,0,6.28616052312956,0,0,0,4.79453718407182,0,0,0,0,34.8515530792848,0,0,17.8871004133621,0,6.28616052312956,0,0,10.3579886757688,24.2654682738464,5.02263331374133,0,0,0,11.6009398902325,0,0,10.5860848054383,6.28616052312956,0,24.2654682738464,0,0,11.6009398902325,4.79453718407182,0,18.8513271604938,5.59311728395062
