1	765:1	1662:2	2781:1	3050:1	3691:2	3889:1	4017:2	4420:1	5784:1	5875:1	7763:1	8240:1	8243:1	8491:1	8938:3	9293:1	10129:1	13157:1	13472:1	14090:1	14239:1	14428:1	15916:4	16583:1	17134:1	17659:1	17844:1	18517:1	19439:2	19750:1	19937:1	19949:1	20752:1	21337:4	21340:2	22107:1	23060:1	23249:1	23362:1	24465:1	25251:1	26256:1	26265:1	27205:3	28730:1	29729:1	30042:1	30918:1	31205:2	31490:1	31870:1	32196:1	33021:1	33275:10	33323:4	34280:1	34297:5	34345:1	35052:1	35396:1	35692:1	35802:1	36453:1	37339:1	37685:2	37998:1	38198:1	38494:1	38554:1	38672:1	38878:1	39711:1	40336:1	40702:1	42077:1	42877:1	43034:1	43096:1	44256:1	44264:2	44548:1	45090:1	45691:1	45903:3	46911:3	46959:2	47074:1	49413:1																																																																																																																														
-1	1877:1	2889:1	3421:1	3885:1	4771:1	5123:1	6624:1	7612:1	8938:2	9753:1	9769:2	9999:1	10145:1	10657:1	11125:1	11833:1	12668:1	13854:4	15221:1	16730:3	16937:1	17380:1	17579:1	19649:1	19863:1	21090:1	21265:1	21340:1	21444:1	22732:1	24414:1	24469:1	24989:1	25834:1	28813:1	30005:1	30500:1	31847:1	32113:1	32784:1	33230:2	33275:3	34297:4	34359:1	35224:1	35823:2	37404:1	38130:1	39499:1	39746:1	39993:1	42141:1	42351:2	43527:1	44153:1	44360:2	45402:1	47163:1	47719:2	48286:1	49207:3	49723:1																																																																																																																																																								
1	368:1	760:1	1089:1	2663:1	5699:9	5777:1	8421:1	8562:1	8938:3	9505:1	11920:1	13854:2	16828:1	18193:1	19242:1	21122:1	21199:1	21822:1	22168:1	22826:2	24786:1	26605:1	26643:1	27026:1	27892:1	29876:1	29980:3	33275:1	33988:11	34297:5	34814:2	35454:1	39887:1	42039:1	43300:2	45090:13	45903:16	46116:1																																																																																																																																																																																
1	302:1	760:1	1085:1	2663:1	3022:1	5458:2	5565:5	5777:1	8421:1	8827:1	8938:8	9293:3	9505:1	10600:1	10624:1	11076:1	11934:1	13854:4	14713:1	15916:1	16544:1	18234:1	18879:1	18919:1	19200:1	20556:1	21092:1	21122:1	21382:1	21822:1	22168:1	22826:2	23208:1	23491:1	24015:1	24786:1	26605:1	26618:1	26643:1	27180:1	27892:1	27996:1	29876:1	29980:3	30874:1	33275:4	33281:1	33319:1	33404:1	34066:1	34224:1	34297:8	34620:1	34814:2	36877:1	37433:1	39046:1	40336:1	40815:1	42039:1	43300:2	45903:6	46911:2	47258:1	48058:1	48712:1																																																																																																																																																				
1	51:1	2729:1	3976:1	4747:1	5407:1	6402:1	7785:1	8659:1	8938:2	9631:1	9783:1	9870:1	9952:1	10828:1	13015:1	13854:4	14721:1	14727:1	14952:1	15166:1	15324:1	15592:1	15646:1	16174:1	16196:1	17156:1	17353:1	17380:2	19002:1	19483:1	19640:1	21340:1	22905:1	23632:1	24205:1	25649:1	26058:1	26324:1	29980:4	30065:1	30523:1	31341:1	32454:1	32506:1	32519:1	32990:1	33275:6	34297:8	34907:1	35079:1	35627:1	36064:3	37805:1	37914:1	39887:2	40963:1	41408:1	41896:1	42405:1	42891:1	43300:4	43529:1	45903:2	46071:1	46171:1	47156:1	47731:1	48330:1	48469:1	49227:5	49685:1																																																																																																																																															
1	1719:1	5458:1	5845:1	6742:1	8508:3	8938:2	11920:2	12689:1	14084:1	15916:1	17025:1	18035:1	19863:1	20917:2	22112:1	23059:2	30390:1	30511:1	30708:2	31475:1	32267:2	33275:5	34297:1	34976:1	35151:2	35207:1	35477:1	36688:1	36877:1	37312:1	38138:2	38555:1	39547:3	39880:1	39887:2	41584:1	42688:1	43047:1	45432:2	45903:4	46105:1	46717:2	47214:1	47850:1	48572:1	49207:2	49233:2																																																																																																																																																																							
1	1506:2	1696:1	3303:1	5699:5	5711:1	7034:1	8130:2	8938:1	9384:1	10654:1	10990:1	11229:2	11844:1	11920:1	13854:3	14101:1	15068:1	18904:1	19093:1	19242:1	19558:1	21199:1	22640:1	23357:1	24225:1	25510:1	27026:1	29079:1	29980:2	33275:2	33988:7	34297:7	38558:1	39887:1	42582:1	43300:2	43931:1	45090:9	45903:11	46071:1	46072:1	46116:1	49358:1																																																																																																																																																																											
1	4055:2	5458:1	6271:1	7612:2	10452:2	10957:2	10968:1	12374:2	13869:1	21337:2	21340:1	22866:2	24016:2	24543:1	31780:1	33199:1	33275:4	33637:2	34297:2	35946:1	36477:2	40330:2	40837:3	42080:1	42351:2	43627:1	44264:3	44656:1	45967:2	47142:2																																																																																																																																																																																								
-1	364:1	760:1	1105:1	1572:1	1989:1	2268:1	2558:1	2686:1	3912:1	5289:1	6034:1	7708:1	11162:1	13854:2	16554:1	20087:3	20951:1	22444:3	22823:3	24447:2	26507:1	26643:1	28992:1	29980:3	30345:1	31285:1	31838:1	33275:7	34297:5	35204:1	36236:1	37617:1	38354:1	38399:2	38672:3	40961:1	41406:1	43300:2	43605:1	44285:1	44337:1	45226:1	45293:1	49640:1																																																																																																																																																																										
1	368:1	760:1	1089:1	2663:1	5699:11	5777:1	8421:1	8562:1	8938:3	9505:1	11920:1	13854:2	16828:1	18193:1	19242:1	21122:1	21199:1	21822:1	22168:1	22826:2	24786:1	26605:1	26643:1	27026:1	27892:1	29876:1	29980:3	33275:1	33988:13	34297:5	34814:2	35454:1	39887:1	42039:1	43300:2	45090:15	45903:18	46116:1																																																																																																																																																																																
1	6354:2	7217:2	7557:2	8209:2	9250:2	11095:2	11339:2	11641:2	13473:2	13854:4	15794:2	19400:2	20585:2	21576:2	21778:4	24987:1	25034:1	30500:4	30708:2	33275:10	33935:2	34297:4	35151:2	40002:2	40123:2	41334:2	42351:2	47467:2	49207:4	49233:2	49666:2																																																																																																																																																																																							
1	129:1	682:1	1637:1	1990:1	2009:2	2047:1	2711:1	3022:2	3836:2	3885:1	3988:1	4133:1	4139:2	4381:1	4661:1	5213:1	5874:1	5927:1	6503:1	7484:1	7682:1	7718:1	8168:1	8353:1	8576:1	8938:11	8958:1	9393:2	9701:1	9737:1	9882:1	10488:1	10742:1	10878:2	11545:1	11637:1	11949:1	12685:2	13370:1	13604:1	13781:1	13791:1	13859:1	13882:1	13912:1	13920:1	14054:1	14158:1	14539:1	14682:1	15062:1	15181:1	15221:2	15756:1	16225:1	16730:17	16993:1	17333:1	17779:1	17829:1	17911:1	18094:1	18945:1	19021:2	19035:1	19380:1	19752:1	20485:1	21337:6	21444:1	21457:1	21668:1	21697:1	21810:1	22163:1	22809:1	23559:1	23589:1	23682:1	24039:1	25144:1	25169:1	25454:1	26078:1	26195:1	26701:1	27156:1	27201:1	27413:1	27829:2	28016:1	28475:1	28491:1	28603:2	29470:1	30009:1	30500:1	31311:1	31429:1	31450:6	31680:1	32114:1	32206:2	32495:1	32702:2	33275:4	34297:7	35380:1	35424:2	35430:1	36160:1	38245:1	38433:1	38819:1	38833:1	38947:1	39195:1	39357:1	39741:1	39803:1	39887:1	41013:4	41615:1	41672:2	42030:1	42244:1	42351:2	42683:1	42928:1	42998:1	43369:2	43589:1	43738:1	44104:3	44722:1	44765:1	44975:1	45903:1	46500:1	46911:4	46959:2	47656:1	47718:1	48824:1	48987:1	49023:1	49207:1	49510:2																																																																		
1	3022:1	3821:1	5458:2	5565:6	7612:1	8938:7	9110:1	12764:1	13597:1	14713:1	14860:1	15916:2	17411:1	17676:2	21516:2	21695:1	24021:1	24713:1	27847:1	33275:4	33281:1	34297:2	36877:2	42351:1	49347:1	49487:1																																																																																																																																																																																												
1	1228:2	2473:2	3022:2	3821:2	3885:1	4910:2	5458:2	5565:6	6020:2	7612:2	8582:1	8938:9	9110:2	9877:2	11920:1	12035:1	15693:1	15916:4	17411:2	17676:2	19443:2	21261:1	21516:2	21695:2	24163:2	26400:1	27847:2	33275:8	33281:2	33523:1	34297:4	36877:2	38382:1	39887:1	42351:2	43195:2	45903:2	46295:2																																																																																																																																																																																
1	4568:2	5458:2	5488:2	5565:6	6406:2	7087:2	7612:2	8938:8	11409:2	15486:2	15916:4	17676:2	19559:2	21014:2	21516:2	22373:1	24786:2	32473:2	33275:8	34163:2	34297:4	34923:2	35974:2	36877:2	39887:2	39929:2	42351:2	44152:1	45788:2	45858:1	45903:3	46345:2	46665:2																																																																																																																																																																																					
1	710:2	3022:2	3821:2	5458:2	5565:6	6504:1	6922:2	7212:2	7507:2	7612:2	8938:8	9110:2	15733:2	15916:4	17411:2	17676:2	21516:2	21695:2	24544:2	27827:2	27847:2	32870:1	33142:2	33165:2	33275:8	33281:2	34297:4	36877:2	42080:1	42351:2	45351:1																																																																																																																																																																																							
1	762:1	2046:1	3022:1	3398:1	4725:1	6100:1	7612:1	7803:1	8867:2	8938:5	9671:1	9769:2	10061:1	10920:1	12221:1	13854:4	13947:1	15058:1	15221:1	15424:1	18807:1	19038:1	19687:1	20575:1	20867:1	20957:1	21265:1	21337:3	21444:1	21873:1	22093:1	24311:1	24989:1	26335:1	26513:1	26570:1	27637:1	27705:1	27799:1	28963:1	29376:1	30250:1	31585:1	32474:1	33121:1	33230:2	33275:4	34240:1	34297:4	35811:1	35906:2	36064:1	36132:1	36559:2	37404:1	38319:1	38840:1	39491:1	40596:1	42351:1	43190:1	44360:1	46340:1	47719:3	47731:1	48381:1	49018:1	49207:1	49227:6	49362:2	49566:1																																																																																																																																															
1	25:1	602:1	3022:1	3241:1	4794:1	4797:1	5024:1	5925:1	6871:1	7612:1	8938:4	11920:1	12196:1	13221:1	13316:1	13854:2	14869:1	15221:1	15916:3	17463:1	17889:1	17986:1	20492:1	21199:1	22273:1	22650:1	24388:1	24786:1	26234:1	27026:1	27343:1	27847:1	28236:1	29609:1	31450:1	32439:1	33230:2	33275:7	33473:1	34236:1	34297:5	35326:1	36015:1	36468:1	36547:1	37034:1	38621:1	39415:1	39699:1	39786:1	39834:1	39887:1	40640:1	41414:1	42351:1	42658:1	44875:1	45090:2	45903:4	46233:1																																																																																																																																																										
1	1281:1	2009:1	2290:1	4133:1	4688:1	4758:1	5406:1	5432:1	5762:1	6012:1	6871:1	6991:1	7526:1	7564:1	7868:1	8086:1	8278:1	8583:1	8938:1	9161:1	10411:2	10507:1	10957:1	11022:1	11185:1	12173:1	12985:1	13854:4	14738:1	15221:2	16239:1	16730:1	17199:1	17659:2	19502:1	20520:1	20869:1	21029:1	21337:2	21340:2	21537:1	21778:2	23189:1	23598:1	23715:1	26881:1	26982:2	27874:1	27934:1	28768:1	29048:1	29361:2	29614:2	29980:4	30009:1	30500:1	31234:2	31450:1	31934:1	32467:1	32928:1	33230:1	33275:11	33348:2	33464:1	33515:2	34201:1	34297:8	36573:1	37629:1	37972:1	38672:1	38839:2	40149:1	42351:2	43300:4	44030:1	44398:1	44683:1	45903:1	46132:1	47122:1	49207:1																																																																																																																																			
1	760:1	2663:1	5458:2	5565:5	5777:1	7634:2	8421:1	8827:2	8840:1	8938:7	9293:3	9325:1	9505:1	11076:1	11934:1	13854:6	16624:1	17262:1	18234:1	18919:1	19171:1	20461:1	20556:1	21092:1	21122:1	21382:1	21461:1	21822:1	22168:1	22826:2	23491:1	24015:1	24786:1	25465:1	26605:1	26618:1	26643:1	27892:1	27996:1	29876:1	29980:3	33275:3	33319:1	33404:1	34066:1	34224:1	34297:9	34620:1	34814:2	37433:1	39046:1	39425:1	40336:1	42039:1	43300:2	45903:6	46523:1	46893:1	46911:2	47258:1																																																																																																																																																										
1	97:1	680:1	760:1	5920:2	6113:1	6529:2	7246:1	8938:4	12450:1	12723:2	13854:6	15832:1	16851:1	17291:1	18851:4	19505:1	20196:2	20818:2	21703:1	22190:1	22572:1	24679:1	24945:1	26229:1	26643:1	27210:2	28152:1	29425:1	29980:3	30450:2	31589:2	32380:1	32616:1	32726:2	33156:2	33275:5	34297:13	34682:1	35151:1	35477:1	35837:1	38120:2	38919:1	39887:4	42688:1	43300:2	44143:1	45903:4	47719:1	47861:1	49396:1																																																																																																																																																																			
1	1467:1	3885:1	3988:2	8475:1	8626:1	8938:3	9102:1	10291:1	12485:1	13843:1	14132:1	15115:1	15916:2	16186:1	16764:1	17617:1	18427:1	19979:1	20862:1	21205:1	21261:1	21538:1	22273:1	22784:1	23059:2	24106:1	24301:1	26354:1	30104:1	30511:1	30708:2	31475:1	32267:2	32379:1	32439:1	32473:1	33231:1	33275:4	33988:1	34297:2	35151:2	35906:1	38255:1	39093:1	39915:1	39935:1	40647:1	41643:1	41956:1	42816:1	43095:1	44360:1	44732:1	45090:3	45903:5	46911:1	47719:1	49097:1	49207:3	49227:2	49233:2	49459:1																																																																																																																																																								
1	214:1	573:1	1766:2	2046:3	2424:1	2553:1	3012:1	3043:1	3836:3	4053:1	4139:3	4319:1	4598:2	4812:1	5198:1	5213:2	5927:2	7612:1	7978:1	8516:1	8938:5	9252:1	9313:2	9759:1	10127:1	10514:2	11690:1	13520:1	13582:1	14302:1	15059:1	15174:1	15221:3	15323:1	15475:1	15638:1	15916:1	16730:17	17307:1	17459:1	17517:1	17682:1	19154:1	19160:1	21244:1	21337:12	21697:2	21710:1	24453:1	25309:1	27201:2	27689:1	27728:1	28483:1	28491:4	28603:3	29534:1	30009:1	30046:1	30832:1	30964:1	31361:1	31450:4	32702:3	32951:1	33230:2	33275:2	33631:2	34135:1	34297:2	35424:3	36112:1	36660:1	37005:1	37335:1	38907:1	40044:1	41004:1	41013:3	41130:1	41429:1	41676:2	41860:1	42083:1	42351:6	42924:2	43033:1	43152:1	43334:1	43369:3	43951:1	44104:4	44147:1	44497:1	46195:3	46687:1	46911:3	47143:5	47587:3	47890:1	49580:2																																																																																																																	
1	3885:2	3988:2	4463:2	8353:2	8533:2	8867:4	8938:4	10005:2	10492:2	13854:4	20928:2	21444:2	26545:2	26570:2	30537:2	33275:2	34297:4	36217:2	36891:2	39887:2	43880:2	45903:2																																																																																																																																																																																																
1	8938:1	40684:1	44732:1	47799:1	49207:1	49227:1																																																																																																																																																																																																																
1	367:1	1171:1	1472:1	1506:2	1867:1	3080:1	3445:1	4032:1	4458:1	4909:1	5510:1	5598:1	6128:1	6314:1	7306:1	7399:1	8508:2	8678:1	8867:1	9270:1	10116:1	11808:1	12826:1	13638:1	13854:7	15388:1	15916:4	17134:1	21268:1	21340:1	21444:1	21774:1	23128:1	24357:1	24465:1	24786:1	24895:1	25225:1	25656:1	25773:1	25781:1	26570:1	28365:1	28503:1	28699:1	29610:1	29614:1	29980:1	30747:1	31265:1	31710:1	31759:2	33275:9	34297:13	34665:1	34814:1	34924:1	35031:2	35036:1	35067:1	35240:1	35811:1	35961:1	36939:1	36991:1	37176:1	37681:1	38230:1	38672:1	39400:1	39950:1	40390:1	44360:1	45903:1	47719:1	48449:2	48526:1	48972:1	49207:1																																																																																																																																							
1	2449:1	3699:1	8010:1	8938:1	9958:1	10796:1	12601:1	13148:1	13843:1	13854:2	14448:1	14793:1	15205:1	15646:1	17380:1	17844:1	18077:1	20256:1	21332:1	23059:1	24465:1	26867:1	27205:1	27418:1	29008:1	29122:1	29980:2	30708:1	31487:1	32267:1	33021:1	33275:4	34297:5	35043:1	35071:1	35151:1	37246:1	38040:1	38119:1	38173:1	38265:1	38672:1	38802:1	40066:1	40347:1	40809:1	42580:1	43300:2	44360:2	45663:1	46317:1	46911:1	47719:2	48177:1	49207:3	49233:1	49362:1																																																																																																																																																													
1	1050:1	3320:1	5699:5	5963:1	8938:2	11920:1	16100:1	19242:1	19409:1	20711:1	20819:1	21199:1	21340:1	24183:1	25945:1	27026:1	27455:1	30238:1	33567:1	33988:7	34297:3	39887:1	40177:1	42469:1	43192:1	45090:9	45903:11	46071:1	46116:1	46907:1	47074:1	47668:1	49072:1	49358:1																																																																																																																																																																																				
1	368:1	4356:1	5699:9	8562:1	8938:4	11920:1	15891:1	16828:1	17597:1	19242:1	21122:1	21199:1	22168:1	22826:2	25189:1	27026:1	29876:1	33988:11	35223:1	35454:1	39887:2	45090:13	45903:16	46116:1																																																																																																																																																																																														
1	97:1	5920:2	7246:1	8938:6	9696:4	10074:2	11100:2	12450:1	12723:2	13854:8	14957:1	18851:4	20115:1	20196:2	22190:1	23376:2	24658:2	24679:1	26229:2	28152:1	31589:4	32726:2	33275:6	34297:12	35151:1	35477:2	35837:2	38120:4	38771:1	40778:1	41902:2	44143:1	47358:2	47719:1	47861:1	48823:1	49396:2																																																																																																																																																																																	
1	1118:1	2046:2	2144:1	2516:1	2752:1	2937:1	3021:1	3022:2	3050:1	4214:3	4467:1	4792:1	4897:1	5920:1	6190:1	6387:1	7624:1	8938:3	9605:1	9697:1	9733:1	10828:1	11473:1	11888:1	12495:1	12653:1	12906:1	13390:1	13654:2	13854:6	13917:1	14484:1	14691:1	14770:1	15221:1	15916:3	17563:2	17889:1	18123:1	18327:1	18420:1	20509:1	20925:2	21337:7	21340:2	23466:1	25495:1	28071:1	28387:1	29233:1	29848:1	30065:1	31450:2	31593:1	32014:1	32531:1	33275:11	33281:1	33323:3	33473:1	33975:1	34173:1	34240:1	34297:9	35113:1	35244:1	35376:1	36594:1	37201:1	37435:1	37660:1	37864:1	38120:2	38435:1	39124:1	39145:1	39887:1	39965:1	40961:2	41008:1	41059:1	41359:1	41414:1	43176:1	43381:1	44008:1	44140:1	44360:1	44946:1	45293:2	45568:1	45903:1	47719:1	47833:1	47885:1	48119:1	49207:1																																																																																																																					
1	760:1	1662:1	2411:1	3050:1	3445:1	3691:1	3773:1	4610:1	4792:1	5289:1	5378:1	5967:1	6151:1	6350:1	6422:1	6806:1	7399:1	7492:1	7783:1	8179:1	8938:1	11899:2	13351:1	13577:1	13603:1	13854:4	13972:1	14034:1	14370:1	15536:1	15619:1	15646:1	15847:1	16511:1	16730:2	16839:1	17380:1	17654:1	18233:1	18385:1	20087:1	20677:1	20813:1	20983:1	21162:1	21337:3	21340:2	21595:1	21870:1	22209:1	24447:2	24741:1	25142:1	25210:1	25512:1	25610:1	25871:1	26409:1	26437:1	26643:1	27205:1	27401:1	28850:1	28992:1	29672:1	29980:4	30391:1	30500:2	30958:1	31083:1	31408:1	31450:1	33275:11	33473:1	33748:1	34297:9	34315:1	34400:1	34959:1	35943:1	35975:1	36194:1	36354:1	37246:1	37329:1	37852:1	38074:1	38149:1	38492:1	38494:1	38672:1	38960:1	40414:1	40877:1	40905:1	40961:1	43192:2	43300:2	43723:1	44265:1	44337:1	44621:1	45090:2	45293:2	45903:4	46911:1	46959:1	47074:2	48071:1	48584:1	49207:2																																																																																																							
1	760:1	800:1	3022:1	3536:1	3885:2	4834:1	5458:1	5565:3	6639:1	7399:1	7612:1	7644:1	7717:1	8129:1	8938:4	8999:1	9331:1	9595:1	10264:1	10796:1	11083:1	11753:1	11808:1	11899:1	11961:1	12513:1	12794:1	13744:1	13854:4	14352:1	16627:1	16682:1	16730:3	17994:1	19311:1	20575:2	21337:6	21340:1	21444:2	21835:1	22188:1	22427:1	24506:1	25093:1	25219:1	25246:1	25700:2	25796:2	26243:2	26643:1	26864:1	27171:1	27331:1	27847:1	28070:1	29384:1	29583:1	29866:1	29980:4	30337:1	30474:1	30584:1	31823:1	33169:1	33275:4	34094:1	34297:8	34844:1	36503:1	36577:1	36592:1	36776:1	37088:1	37305:1	39155:1	40244:1	40485:1	41446:1	41447:1	42080:1	42351:2	43300:2	44104:1	44360:2	44620:1	44621:2	44749:2	44909:1	45267:1	45369:1	45630:1	45663:1	45903:2	47143:2	47719:2	48400:1	49191:1	49207:2																																																																																																																				
1	1506:1	2266:1	7185:1	7612:1	8130:1	9810:1	10681:1	11229:1	12732:1	13854:4	15916:1	17659:3	18687:1	21567:1	25954:1	27847:1	29802:1	29980:4	31431:1	33275:5	33515:3	34297:9	35751:1	38839:3	42351:1	42369:1	42757:1	43300:4	47714:1	47938:1	48503:1																																																																																																																																																																																							
1	368:1	760:1	5699:5	8562:1	8938:3	9293:1	9325:1	11920:1	13854:2	14172:1	14355:1	16828:1	18234:1	18765:1	19242:1	19643:1	21122:1	21199:1	21382:1	22168:2	22826:2	25132:1	26618:1	26643:1	27026:1	29714:1	29876:1	29980:3	30622:1	32019:1	33275:1	33988:7	34297:5	35362:2	35454:1	39887:1	40336:1	40863:1	43300:2	45090:9	45620:1	45903:13	46116:1	46911:1																																																																																																																																																																										
1	2445:1	2781:1	4017:1	7612:1	10899:2	12910:1	13854:4	14459:1	14873:1	15916:2	16404:2	16939:1	18358:1	18546:1	20246:1	26787:1	27205:2	27847:1	29121:1	29311:1	33275:6	34297:6	34894:1	37685:3	40595:2	41121:1	41269:1	42351:1	42844:1	44264:3	46837:2	46911:1	49283:2	49739:1																																																																																																																																																																																				
1	332:1	573:1	948:1	1399:1	1766:1	2046:5	2230:1	3253:1	3587:1	3925:1	4133:1	4367:1	6277:1	7250:1	8892:1	8938:8	10162:1	10560:1	10794:1	11584:1	11724:1	12098:1	12135:1	13077:1	13472:1	14087:1	14444:1	15221:6	15897:1	16730:3	18589:1	18778:1	19149:1	19447:1	19949:1	21222:1	21337:7	22515:1	22667:1	23500:1	25186:1	25647:1	26128:1	27196:1	28161:1	28595:1	30500:2	31281:1	33230:7	33275:4	33516:1	33884:1	34139:1	34297:2	34855:1	35705:1	36094:1	36481:1	37712:1	38762:1	39385:1	39460:1	40855:1	41322:1	41357:1	41718:1	42490:1	43096:1	43645:1	44360:1	45488:1	45676:1	46911:1	46959:1	47143:1	47157:1	47411:1	47719:1	47841:1	48278:1	48457:2	48501:1	49207:3	49413:1																																																																																																																																		
1	3022:2	3847:2	5458:2	5488:2	5565:6	7612:2	8938:8	11409:2	15493:2	15916:4	16852:2	17676:2	21516:2	21804:2	22373:1	23942:2	32473:2	33275:8	34297:4	35974:2	36877:2	39699:2	39929:2	42351:2	44152:1	45694:2	45788:2	45858:1	45903:1	46546:2	48255:2																																																																																																																																																																																							
